13.082,13.735,14.872,16.067,17.201,19.217,19.523,18.357,16.11,16.312,16.419,16.12,15.172,14.962,15.01,14.048,12.073,10.567,11.186,16.842,15.283,7.978,-1.859,-8.872,-12.085,-14.054,-15.368,-16.468,-17.06,-16.423,-16.405,-16.22,-15.18,-14.408,-13.567,-13.174,-12.748,-12.195,-11.905,-11.717,-11.439,-11.369,-11.628,-11.842,-11.956,-12.177,-12.133,-12.069,-11.708,-11.152,-10.455,-10.31,-10.339,-9.864,-9.834,-9.812,-9.866,-9.896,-9.764,-9.784,-9.967,-9.675,-9.421,-9.761,-10.016,-10.282,-10.822,-11.297,-11.678,-12.219,-12.826,-13.609,-14.51,-14.531,-14.652,-15.079,-15.338,-15.379,-15.493,-15.261,-14.903,-14.905,-15.067,-14.548,-14.357,-14.309,-13.784,-13.56,-13.302,-13.513,-13.587,-13.787,-13.486,-13.097,-14.297,-14.587,-15.153,-15.307,-16.033,-16.656,-17.225,-18.069,-18.216,-18.505,-18.325,-18.395,-17.957,-17.158,-15.811,-14.833,-14.162,-13.488,-12.31,-11.205,-10.504,-9.609,-8.217,-7.455,-6.909,-6.866,-5.934,-5.239,-4.588,-4.114,-3.476,-3.15,-2.872,-2.199,-1.934,-2.295,-2.043,-1.898,-1.626,-1.258,-0.789999999999999,-0.657,-0.675999999999998,-0.689,-0.834,-0.636999999999997,-0.428000000000001,-0.449000000000002,-0.387,-0.456000000000003,-0.379999999999999,0.0650000000000013,0.518000000000001,1.393,1.232,0.991999999999997,0.687000000000001,0.581000000000003,0.541,0.805,0.968,1.339,1.487,1.566,2.052,2.111,2.226,2.909,3.857,4.541,5.051,5.804,6.75,5.735,0.294,0.318000000000001,0.849,1.494,1.91,2.246,2.345,2.3,2.33,2.432,2.593,2.565,1.953,1.386,1.017,0.405999999999999,-0.530000000000001,-2.323,-4.18,-3.569,-2.504,-2.468,-3.334,-3.56,-4.095,-4.314,-4.648,-4.855,-5.042,-5.464,-6.088,-6.215,-6.583,-7.006,-7.636,-7.22,-7.481,-5.526,-6.677,-6.522,-6.265,-7.131,-9.856,-7.434,-7.599,-8.786,-6.907,-6.426,-5.403,-4.708,-4.515,-4.424,-3.672,-3.05,-3.904,-1.371,-0.417999999999999,-2.376,-1.885,0.816000000000001,0.880000000000001,-0.364999999999998,-1.204,-0.0289999999999999,-0.944000000000001,-1.702,-2.948,-3.257,-5.902,-7.868,-6.503,-2.622
9.012,9.426,9.773,10.243,10.672,11.726,11.653,10.228,10.081,10.027,9.678,10.309,9.713,10.602,12.799,12.912,13.166,7.707,5.685,2.398,-1.123,-7.386,-12.706,-14.94,-16.161,-17.218,-18.535,-19.024,-18.782,-18.177,-18.348,-17.888,-17.299,-16.798,-15.779,-14.759,-14.134,-13.881,-13.586,-13.235,-13.06,-13.107,-13.185,-13.307,-13.242,-13.293,-12.888,-12.625,-12.154,-12.01,-11.742,-11.815,-12.088,-11.843,-11.707,-11.344,-10.691,-10.719,-10.781,-10.991,-10.911,-10.83,-11.171,-11.504,-11.64,-12.268,-12.672,-13.001,-13.591,-14.124,-14.507,-14.942,-15.743,-16.079,-15.937,-15.842,-16.464,-16.638,-16.87,-16.989,-16.809,-16.751,-16.85,-16.85,-16.554,-16.264,-15.857,-15.48,-15.313,-14.939,-14.588,-14.507,-14.308,-14.475,-14.999,-15.557,-15.981,-16.402,-16.992,-17.517,-18.354,-18.848,-19.105,-19.305,-19.416,-19.259,-19.001,-18.856,-18.013,-16.914,-15.529,-14.57,-13.654,-12.585,-11.361,-10.467,-10.021,-9.433,-8.126,-7.504,-7.089,-6.253,-5.689,-4.794,-4.164,-4.022,-3.61,-3.864,-3.887,-3.813,-3.623,-3.26,-2.997,-2.652,-2.059,-1.764,-1.548,-1.211,-1.04,-0.515000000000001,-0.359999999999999,-0.317999999999998,-0.285,-0.279,-0.151999999999997,0.272000000000002,0.710999999999999,1.309,1.117,0.763999999999999,0.704999999999998,0.919999999999998,1.09,1.516,2.004,2.322,2.628,3.38,3.612,3.749,4.105,4.882,5.839,6.352,6.039,6.272,7.044,3.937,0.594999999999999,0.540000000000003,0.988,1.352,1.368,1.561,1.829,1.823,1.568,1.459,1.988,2.353,1.886,1.306,1.208,1.008,-0.0839999999999996,-0.0740000000000016,-0.545999999999999,-2.44,-4.298,-3.031,-3.77,-2.546,-3.307,-3.621,-3.791,-3.765,-3.974,-4.469,-5.034,-5.37,-5.448,-6.012,-5.468,-2.944,-2.909,-5.396,-5.918,-5.779,-6.651,-9.843,-9.068,-7.196,-6.19,-6.507,-6.118,-5.476,-4.576,-4.08,-4.272,-4.072,-2.755,-1.873,-2.999,-1.921,-0.651999999999999,-2.338,-1.06,-0.859999999999999,0.0849999999999991,0.125,-1.29,-2.635,-2.244,-2.871,-3.205,-3.363,-8.158,-9.079,-7.818,-4.535
4.558,4.937,5.835,6.369,6.316,6.719,7.287,7.925,8.026,8.731,8.759,8.984,9.106,9.743,11.138,13.74,13.547,10.446,-0.0119999999999987,-8.364,-13.706,-16.997,-18.711,-19.444,-20.628,-21.568,-21.626,-21.192,-20.733,-20.704,-20.416,-19.731,-19.016,-18.466,-17.925,-16.999,-16.6,-16.3,-15.757,-15.524,-15.232,-15.211,-15.093,-14.809,-14.546,-14.17,-13.733,-13.588,-13.585,-13.406,-13.492,-13.78,-13.558,-13.33,-13.073,-12.29,-12.347,-12.558,-12.567,-12.504,-12.741,-12.922,-13.135,-13.356,-13.697,-14.106,-14.37,-14.8,-14.776,-15.168,-15.588,-16.13,-16.365,-16.727,-16.606,-16.617,-17.173,-17.595,-17.984,-18.195,-18.413,-18.383,-18.328,-18.318,-18.063,-17.633,-17.387,-17.02,-16.38,-16.018,-15.768,-15.687,-15.57,-15.819,-15.975,-16.383,-16.585,-17.063,-17.693,-18.242,-18.866,-19.154,-19.473,-19.751,-20.392,-20.786,-20.541,-20.269,-19.572,-18.897,-18.124,-17.027,-15.983,-14.406,-13.217,-12.253,-11.216,-10.077,-9.504,-8.905,-7.901,-6.752,-5.78,-5.249,-4.689,-4.157,-3.93,-4.378,-4.971,-5.076,-4.749,-4.075,-3.577,-3.121,-2.512,-1.866,-1.499,-1.027,-0.725000000000001,-0.603000000000002,-0.472000000000001,-0.382000000000001,-0.456999999999997,-0.181999999999999,0.468999999999998,1.051,1.6,1.886,1.85,1.451,1.728,1.959,1.971,2.435,3.076,3.831,4.309,4.686,5.31,5.797,6.378,6.738,6.618,6.646,6.731,6.539,4.647,1.775,1.947,2.247,1.925,1.545,1.213,1.24,1.033,0.795999999999999,0.908999999999999,0.888999999999999,1.059,1.597,1.12,0.988,1.101,0.983000000000001,0.811,0.568999999999999,0.192,-0.216000000000001,-0.646000000000001,-1.108,-3.168,-3.197,-2.382,-2.36,-3.11,-3.214,-2.653,-3.3,-4.185,-4.085,-4.311,-3.651,-2.647,-2.858,-3.527,-4.672,-5.517,-5.58,-7.396,-8.276,-7.95,-5.45,-5.533,-4.623,-4.092,-4.387,-4.349,-4.051,-3.972,-2.982,-1.947,-2.793,-3.863,-3.025,-2.149,-2.411,-0.878,-0.859999999999999,-1.279,-0.982999999999999,-2.501,-1.591,-1.423,-1.962,-3.152,-5.247,-9.073,-9.66,-8.177,-6.441
2.47,3.17,3.887,4.662,5.566,6.034,6.5,7.037,6.97,6.797,7.64,9.309,10.344,10.043,10.446,11.803,9.492,-0.536999999999999,-13.011,-17.67,-19.613,-20.612,-21.656,-23.156,-24.358,-24.296,-23.761,-23.324,-23.091,-22.76,-22.003,-20.912,-20.464,-20.003,-19.409,-18.865,-18.571,-18.093,-17.828,-17.29,-17.013,-16.466,-15.804,-15.31,-14.935,-14.791,-14.734,-14.644,-14.672,-14.622,-14.493,-14.257,-14.26,-14.021,-13.59,-13.476,-13.68,-13.663,-13.684,-13.607,-13.683,-13.554,-13.593,-13.891,-14.117,-14.281,-14.511,-14.904,-15.19,-15.861,-16.193,-16.384,-16.78,-17.343,-17.227,-17.679,-18.317,-18.859,-19.198,-19.454,-19.857,-20.303,-19.965,-19.728,-19.25,-18.858,-18.38,-17.863,-17.412,-16.793,-16.66,-16.782,-16.765,-16.731,-16.836,-17.317,-17.747,-18.353,-19.062,-19.872,-20.585,-20.981,-21.414,-21.503,-21.536,-21.116,-20.824,-20.7,-20.484,-20.104,-19.312,-18.523,-17.673,-16.575,-15.38,-13.851,-12.381,-11.329,-10.571,-9.75,-8.793,-7.899,-7.098,-6.228,-5.987,-5.215,-4.558,-4.666,-4.782,-5.088,-4.528,-4.273,-3.341,-2.798,-2.138,-1.302,-0.778000000000002,-0.699999999999999,-0.562999999999999,-0.785,-0.564,-0.245999999999999,-0.0569999999999986,0.48,1.248,2.225,2.44,2.292,2.638,2.636,2.961,3.094,3.328,3.892,4.205,5.26,5.657,6.35,6.823,7.532,8.125,8.466,8.478,8.497,8.224,7.477,6.821,6.337,6.454,6.787,6.394,3.211,1.327,1.311,1.545,1.202,1.012,1.037,1.667,1.649,1.142,0.759,1.09,1.392,1.311,0.885999999999999,0.754999999999999,0.539999999999999,0.375,-0.156999999999996,-1.908,-2.166,-2.521,-1.44,-1.976,-2.43,-2.36,-2.675,-3.613,-3.678,-3.079,-1.943,-3.033,-1.995,-3.181,-3.748,-4.221,-3.867,-4.868,-7.302,-7.458,-6.884,-6.213,-4.992,-4.405,-4.277,-3.605,-3.544,-4.183,-2.437,-2.811,-3.596,-3.959,-2.83,-3.091,-1.989,-1.853,-0.913,-0.487,-1.047,-1.775,-1.998,-2.46,-3.545,-3.946,-3.516,-8.391,-9.516,-7.872,-7.399
0.458,1.225,2.229,3.132,3.569,4.157,4.415,5.131,6.313,6.704,7.739,9.301,9.217,8.655,7.967,4.752,-3.91,-14.751,-20.601,-21.901,-22.519,-23.649,-25.109,-26.514,-26.778,-26.478,-26.12,-25.479,-25.108,-24.798,-23.7,-22.549,-22.277,-21.969,-21.677,-21.159,-20.745,-20.279,-19.26,-18.23,-17.714,-17.227,-16.687,-16.566,-16.615,-16.53,-16.262,-15.964,-16.037,-15.767,-15.264,-15.056,-14.805,-14.603,-14.112,-13.768,-13.827,-13.648,-13.142,-12.826,-13.315,-13.737,-13.954,-14.36,-14.609,-15.06,-15.811,-16.664,-16.512,-16.405,-16.626,-16.912,-17.235,-17.519,-17.622,-18.222,-19.005,-19.719,-20.326,-20.666,-20.957,-21.274,-21.105,-20.837,-20.184,-19.462,-18.776,-18.131,-17.556,-17.146,-17.036,-16.912,-16.97,-17.298,-17.562,-17.982,-18.594,-19.303,-19.88,-20.815,-21.55,-22.229,-22.211,-22.085,-22.222,-22.087,-21.694,-21.462,-20.989,-20.462,-20.209,-19.714,-18.762,-17.541,-16.476,-15.215,-13.491,-12.65,-11.829,-10.731,-10.243,-9.06,-8.213,-7.168,-6.428,-5.371,-5.368,-5.86,-6.07,-6.212,-5.67,-5.001,-4.61,-3.783,-3.033,-2.633,-1.892,-1.431,-0.812000000000001,-0.681000000000001,-0.356000000000002,0.244,0.957000000000001,1.559,2.434,3.447,3.711,3.854,3.874,3.751,4.1,4.395,4.767,5.161,5.612,5.912,6.61,7.788,8.287,8.66,9.235,9.775,10.067,10.243,10.446,10.285,9.866,9.419,9.183,9.491,8.531,6.436,4.139,4.339,2.473,1.804,1.644,1.396,1.344,1.443,1.158,1.346,1.623,1.654,1.503,1.247,1.286,1.588,1.395,0.716000000000001,0.533999999999999,-0.0339999999999989,-1.538,-0.911999999999999,-1.491,-2.442,-3.371,-3.402,-3.436,-3.539,-2.645,-2.88,-2.554,-2.368,-3.417,-4.27,-3.15,-2.71,-4.25,-7.823,-7.304,-5.44,-5.268,-5.292,-4.388,-4.414,-3.696,-3.352,-4.605,-4.123,-2.819,-2.744,-2.7,-2.213,-2.477,-0.452999999999999,-0.247,-0.526999999999999,0.212,-0.284000000000001,-0.295999999999999,-0.883000000000001,-1.773,-2.477,-2.837,-4.348,-7.607,-4.048,-4.003,-6.345
-0.715,-0.170999999999999,0.966000000000001,1.329,1.794,2.493,2.598,2.892,3.738,6.298,8.112,8.586,8.043,4.92,-0.048,-6.869,-15.813,-22.134,-23.622,-24.503,-25.304,-26.7,-28.126,-28.326,-28.246,-27.905,-27.496,-27.212,-26.747,-26.499,-25.991,-24.784,-24.35,-24.116,-23.831,-23.22,-22.428,-21.279,-20.131,-19.538,-18.911,-18.528,-18.538,-18.224,-17.795,-17.606,-17.099,-16.814,-16.641,-16.336,-15.78,-15.131,-14.5,-13.626,-12.857,-12.756,-12.919,-12.825,-12.741,-13.431,-14.459,-14.981,-15.564,-16.216,-16.931,-17.38,-17.578,-17.757,-17.332,-17.249,-17.081,-17.333,-17.879,-17.478,-17.652,-18.291,-18.802,-19.359,-20.329,-20.746,-21.374,-22.068,-22.108,-21.837,-21.232,-20.619,-20.336,-19.792,-19.062,-18.031,-17.498,-17.464,-17.666,-17.618,-18.11,-18.53,-18.798,-19.286,-19.865,-20.778,-21.683,-22.332,-22.71,-22.969,-23.038,-23.084,-23.029,-22.937,-22.378,-22.075,-21.72,-20.744,-19.295,-17.864,-16.404,-15.614,-14.781,-13.72,-12.433,-10.969,-10.573,-9.982,-9.283,-7.783,-6.498,-6.278,-6.446,-6.774,-7.002,-6.999,-6.805,-6.118,-5.375,-4.61,-4.071,-3.266,-2.433,-1.622,-1.243,-0.637,0.027000000000001,0.616,1.293,2.068,2.768,3.467,3.851,4.441,4.684,5.045,5.431,5.715,6.139,6.688,7.166,7.497,8.026,8.673,9.355,9.821,10.105,10.466,10.8,11.008,11.342,11.751,11.466,10.753,10.566,9.977,9.602,8.809,7.979,7.553,7.016,6.772,4.561,3.012,4.105,3.825,2.849,2.478,2.418,2.146,2.236,1.981,2.148,2.306,2.018,1.504,0.867999999999999,0.806999999999999,-1.032,-1.819,-1.988,-2.133,-2.8,-3.813,-3.81,-2.83,-1.9,-2.374,-2.201,-3.067,-2.958,-2.773,-1.976,-1.295,-5.741,-7.132,-6.576,-5.221,-4.497,-3.859,-4.23,-5.108,-3.895,-3.508,-4.298,-3.982,-2.438,-2.776,-2.935,-2.985,-0.973000000000001,0.349,0.529,0.0239999999999991,0.324,0.573,-0.166,-0.813999999999998,-2.279,-2.761,-3.534,-6.125,-4.348,-1.836,-1.695,-5.605
0.234999999999999,0.781000000000001,1.656,2.367,3.193,3.787,2.84,1.727,3.619,3.246,2.237,3.195,1.55,-2.74,-9.772,-18.373,-23.34,-24.425,-25.318,-26.625,-27.545,-28.704,-29.299,-29.221,-29.173,-28.949,-28.512,-28.218,-28.178,-27.927,-27.275,-26.373,-25.877,-25.592,-24.791,-23.733,-22.703,-21.879,-21.093,-20.454,-20.2,-19.824,-19.623,-19.387,-18.83,-18.407,-17.815,-16.926,-16.387,-15.668,-14.726,-14.188,-13.824,-13.448,-13.105,-12.568,-12.596,-13.01,-13.909,-14.864,-16.059,-16.707,-17.467,-18.033,-18.298,-18.314,-18.244,-18.37,-17.759,-17.422,-17.209,-17.678,-18.561,-18.536,-18.563,-19.042,-19.61,-20.114,-20.869,-21.331,-21.877,-22.097,-22.39,-22.595,-22.612,-22.684,-22.175,-21.316,-20.873,-20.482,-19.448,-18.412,-18.024,-18.033,-18.607,-18.345,-18.452,-18.573,-19.131,-19.972,-20.672,-21.576,-22.165,-22.706,-22.689,-22.947,-23.415,-23.496,-23.276,-22.598,-21.925,-21.662,-20.596,-19.437,-17.503,-15.995,-15.191,-14.129,-12.517,-10.895,-10.124,-10.042,-9.765,-8.837,-8.322,-7.764,-7.861,-7.68,-7.066,-6.921,-6.259,-6.413,-6.149,-5.573,-4.66,-3.759,-2.865,-2.276,-1.584,-0.394000000000002,0.920000000000002,1.617,2.153,2.866,3.771,4.687,5.294,5.51,5.439,5.508,6.349,6.662,7.047,7.435,7.866,8.216,8.758,9.182,9.799,10.251,10.486,10.754,10.916,10.986,11.123,11.147,11.068,10.724,10.562,10.258,10.883,10.018,8.417,7.166,6.848,7.257,7.583,8.115,7.654,7.656,6.005,3.594,3.578,3.715,4.028,4.125,3.806,2.869,2.587,2.376,1.624,1.287,0.228999999999999,-1.295,-2.004,-1.365,-2.037,-2.281,-3.758,-1.578,-2.018,-2.394,-1.943,-2.924,-3.069,-1.864,-2.374,-5.246,-5.994,-4.319,-4.829,-4.651,-3.647,-3.67,-4.634,-3.739,-4.33,-4.01,-2.953,-2.564,-2.905,-3.472,-3.203,-2.384,-0.892000000000001,0.396000000000001,0.788,0.892999999999999,0.164999999999999,0.423999999999999,-0.428000000000001,0.308,-0.608000000000001,-1.084,-2.557,-3.202,-3.412,-3.398,-4.254,-1.672
2.37,4.146,4.492,3.926,3.732,5.238,3.706,2.252,1.319,0.243,-1.157,-3.699,-6.774,-12.47,-20.184,-23.998,-25.213,-26.075,-27.015,-28.147,-28.992,-29.579,-29.969,-29.886,-29.773,-29.395,-29.305,-29.45,-29.454,-29.037,-28.225,-27.41,-27.016,-26.446,-26.039,-24.91,-24.034,-23.174,-22.485,-22.026,-21.724,-21.135,-21,-20.363,-19.691,-19.16,-17.669,-16.649,-16.039,-15.354,-14.75,-14.397,-13.982,-13.485,-13.386,-13.505,-14.04,-15.02,-15.663,-16.216,-16.573,-17.161,-17.561,-17.998,-17.871,-17.334,-17.047,-17.412,-16.337,-16.466,-16.957,-17.976,-18.727,-19.509,-19.888,-20.648,-20.706,-20.821,-21.062,-21.182,-21.617,-21.59,-21.561,-21.924,-21.646,-22.041,-22.361,-21.718,-21.5,-21.261,-20.647,-20.224,-19.698,-19.199,-19.053,-18.293,-18.886,-18.478,-18.607,-19.257,-20.306,-20.746,-21.47,-21.862,-22.294,-23.024,-23.455,-23.619,-23.346,-23.287,-23.079,-22.449,-21.294,-20.04,-18.79,-17.433,-16.348,-14.921,-12.719,-12.344,-12.124,-11.559,-11.239,-10.967,-10.671,-10.418,-9.846,-9.181,-8.237,-7.666,-7.304,-6.615,-6.068,-6.08,-4.82,-3.919,-3.455,-2.679,-1.798,-0.666,0.622,1.89,2.614,2.817,3.41,3.928,4.712,5.73,6.31,6.406,6.615,7.165,7.557,8.263,8.958,9.463,9.939,10.159,10.62,10.992,11.195,11.324,11.48,11.468,11.441,11.353,11.185,10.966,10.833,10.672,10.498,10.065,9.189,8.409,8.199,8.27,9.137,10.016,9.657,9.296,7.812,4.865,4.886,4.904,5.027,4.947,4.51,3.751,3.35,2.91,2.347,1.296,0.471999999999998,-0.390000000000001,-2.27,-1.341,-1.954,-2.545,-4.018,-3.575,-3.275,-2.455,-3.152,-2.701,-1.66,-2.554,-4.949,-5.143,-4.353,-4.406,-3.912,-4.322,-4.105,-4.328,-3.075,-3.566,-4.512,-3.962,-3.12,-2.903,-2.851,-3.001,-3.007,-2.09,-1.09,-0.016,0.601000000000001,0.154999999999999,0.121,0.806999999999999,1.773,1.283,1.299,2.3,1.121,-0.883000000000001,-3.133,-3.554,-3.196,-1.978
7.12,8.11,9.821,8.967,6.23,5.132,6.236,4.952,2.125,0.0890000000000004,-5.052,-10.665,-16.387,-21.144,-23.99,-25.112,-26.026,-26.929,-27.651,-28.33,-28.845,-29.18,-29.41,-29.398,-29.384,-29.369,-29.351,-30.119,-29.626,-28.658,-27.999,-27.193,-26.687,-26.224,-25.862,-25.3,-24.63,-24.197,-23.559,-22.845,-22.412,-21.841,-20.946,-20.155,-19.318,-18.57,-17.293,-16.344,-15.763,-15.198,-14.675,-14.151,-13.876,-14.003,-14.426,-14.651,-14.995,-15.088,-15.24,-15.372,-15.5,-15.858,-15.729,-15.404,-15.221,-14.915,-14.747,-15.944,-17.282,-16.62,-17.129,-17.572,-18.418,-19.158,-19.053,-19.115,-19.201,-19.097,-19.202,-18.65,-18.484,-17.524,-17.272,-15.808,-14.158,-15.596,-17.946,-19.512,-19.178,-19.232,-19.076,-18.714,-18.213,-17.864,-17.386,-16.522,-16.917,-16.715,-16.635,-17.145,-18.004,-19.238,-20.067,-20.849,-21.755,-22.549,-23.475,-23.533,-23.47,-23.181,-22.935,-22.883,-22.115,-20.686,-18.872,-17.701,-16.893,-14.697,-13.496,-13.298,-12.948,-12.84,-12.94,-12.612,-12.294,-11.89,-11.435,-10.878,-10.163,-9.232,-8.503,-7.844,-6.897,-5.866,-4.919,-4.34,-2.731,-2.29,-1.597,-0.789999999999999,0.177999999999997,1.067,2.087,2.725,3.536,4.177,5.006,5.673,6.461,6.971,7.161,7.622,8.688,9.155,9.749,10.253,10.924,11.559,11.884,12.275,12.737,12.601,12.623,12.545,12.038,11.766,11.853,12.082,11.925,11.565,11.248,10.882,10.264,9.543,9.01,9.356,10.069,9.72,9.045,8.088,7.663,6.688,6.083,5.925,5.948,5.604,5.395,4.552,4.002,3.481,2.543,1.432,0.273,-0.522000000000002,-2.328,-0.777000000000001,-2.067,-2.443,-4.645,-5.425,-4.302,-4.127,-3.754,-3.557,-4.717,-5.431,-3.958,-3.917,-4.913,-4.51,-4.564,-4.274,-4.227,-4.577,-3.927,-3.166,-3.432,-2.688,-2.962,-2.208,-2.357,-1.585,-2.465,-1.571,0.506,1.204,0.666,0.443999999999999,1.506,1.483,2.685,3.971,1.785,-0.0150000000000006,-0.506,-0.610000000000003,-0.298999999999999,-2.59,-0.866,-2.472
12.727,13.004,10.807,10.695,11.129,9.947,7.618,7.3,6.13,0.0449999999999999,-8.229,-17.466,-22.414,-24.231,-24.918,-25.664,-26.313,-26.841,-27.698,-28.092,-28.469,-28.665,-28.856,-28.875,-28.978,-29.054,-29.529,-29.479,-28.452,-27.606,-27.256,-26.864,-26.184,-25.929,-25.963,-25.069,-24.434,-23.864,-23.71,-22.873,-21.325,-20.918,-20.703,-19.864,-19.049,-18.314,-17.543,-16.516,-16.106,-15.393,-15.096,-15.16,-15.076,-14.841,-14.484,-14.055,-13.611,-13.543,-13.727,-13.362,-13.181,-13.532,-13.322,-13.489,-13.698,-13.883,-14.157,-16.299,-15.027,-15.087,-15.053,-15.139,-15.191,-15.413,-15.379,-15.731,-16.085,-14.636,-11.357,-7.42,-3.948,1.823,4.479,7.452,10.159,7.397,-1.648,-5.313,-6.484,-10.8,-14.315,-15.592,-15.944,-15.923,-15.725,-14.749,-15.129,-16.117,-15.936,-16.443,-16.868,-17.583,-18.435,-19.271,-19.935,-20.883,-21.764,-22.68,-23.115,-23.013,-22.922,-22.752,-22.19,-20.922,-19.597,-18.347,-16.517,-15.114,-14.043,-13.952,-13.668,-13.33,-13.403,-13.375,-13.435,-13.109,-12.585,-12.269,-11.332,-10.339,-9.736,-8.543,-7.402,-6.361,-4.937,-4.161,-2.983,-2.875,-2.141,-1.138,-0.036999999999999,0.966999999999999,2.066,2.822,3.832,4.603,5.793,6.469,6.854,7.822,7.827,8.282,9.514,10.05,10.345,10.775,11.052,11.52,11.922,12.395,12.654,12.65,12.287,12.31,12.143,11.737,11.834,12.006,11.729,11.559,11.547,11.336,11.029,10.517,9.601,9.124,9.029,8.959,8.362,7.622,7.653,7.554,7.314,7.297,7.068,6.641,6.367,5.653,4.891,4.359,3.444,2.183,1.255,0.302999999999997,-1.548,-2.601,-2.316,-2.383,-4.655,-5.536,-5.769,-5.634,-6.501,-5.18,-4.887,-4.365,-4.279,-5.285,-5.397,-5.103,-4.377,-4.402,-4.822,-3.862,-3.194,-3.019,-2.879,-3.101,-2.876,-2.448,-1.744,0.349,-1.507,0.693000000000001,1.634,3.039,2.352,1.802,2.024,3.105,4.419,2.515,1.862,0.308,-0.107000000000003,-0.242999999999999,0.155999999999999,-0.417999999999999,1.195,0.964000000000002
